08/01/2022,27.42
08/02/2022,27.20
08/03/2022,27.55
08/04/2022,27.64
08/05/2022,27.47
08/08/2022,27.52
08/09/2022,27.34
08/10/2022,27.79
08/11/2022,27.75
08/12/2022,28.06
08/15/2022,28.10
08/16/2022,28.07
08/17/2022,27.82
08/18/2022,27.84
08/19/2022,27.48
08/22/2022,27.06
08/23/2022,27.04
08/24/2022,27.10
08/25/2022,27.42
08/26/2022,26.86
08/29/2022,26.72
08/30/2022,26.56
08/31/2022,26.41
